symbol,name,summary,currency,sector,industry_group,industry,exchange,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi
GILD,"Gilead Sciences, Inc.","Gilead Sciences, Inc., a research-based biopharmaceutical company, discovers, develops, and commercializes medicines in the areas of unmet medical need in the United States, Europe, and internationally. The company provides Biktarvy, Genvoya, Descovy, Odefsey, Truvada, Complera/ Eviplera, Stribild, and Atripla products for the treatment of human immunodeficiency virus (HIV) infection; Veklury, an injection for intravenous use, for the treatment of coronavirus disease 2019; and Epclusa, Harvoni, Vosevi, Vemlidy, and Viread for the treatment of liver diseases. It also offers Yescarta, Tecartus, Trodelvy, and Zydelig products for the treatment of hematology, oncology, and cell therapy patients. In addition, the company provides Letairis, an oral formulation for the treatment of pulmonary arterial hypertension; Ranexa, an oral formulation for the treatment of chronic angina; and AmBisome, a liposomal formulation for the treatment of serious invasive fungal infections. Gilead Sciences, Inc. has collaboration agreements with Arcus Biosciences, Inc.; Pionyr; Tizona; Tango Therapeutics, Inc.; Jounce Therapeutics, Inc.; Galapagos; Janssen; Japan Tobacco, Inc.; Gadeta; Bristol-Myers Squibb Company; Merck; and Novo Nordisk A/S. The company was founded in 1987 and is headquartered in Foster City, California.",USD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,NMS,NASDAQ Global Select,United States,CA,Foster City,94404,http://www.gilead.com,Large Cap,US3755581036,375558103,BBG000CKHQT4,BBG000CKGBP2,BBG001S6Y1X7
GIS,"General Mills, Inc.","General Mills, Inc. manufactures and markets branded consumer foods worldwide. The company operates in five segments: North America Retail; Convenience Stores & Foodservice; Europe & Australia; Asia & Latin America; and Pet. It offers ready-to-eat cereals, refrigerated yogurt, soup, meal kits, refrigerated and frozen dough products, dessert and baking mixes, frozen pizza and pizza snacks, snack bars, fruit snacks, nutrition bars, and savory snacks, as well as organic products, including refrigerated yogurt, frozen and shelf-stable vegetables, meal kits, salty snacks, ready-to-eat cereal, and grain snacks. It also supplies branded and unbranded food products to the North American foodservice and commercial baking industries; and manufactures and markets pet food products, including dog and cat food. The company markets its products under the Annie's, Betty Crocker, Bisquick, Blue Buffalo, BLUE Basics, BLUE Freedom, BLUE Wilderness, Bugles, Cascadian Farm, Cheerios, Chex, Cinnamon Toast Crunch, Cocoa Puffs, Cookie Crisp, EPIC, Fiber One, Food Should Taste Good, Fruit by the Foot, Fruit Gushers, Fruit Roll-Ups, Gardetto's, Go-Gurt, Gold Medal, Golden Grahams, HÃ¤agen-Dazs, Helpers, Jus-Rol, Kitano, Kix, LÃ¤rabar, Latina, LibertÃ©, Lucky Charms, Muir Glen, Nature Valley, Oatmeal Crisp, Old El Paso, Oui, Pillsbury, Progresso, Raisin Nut Bran, Total, Totino's, Trix, Wanchai Ferry, Wheaties, Yoki, and Yoplait trademarks. General Mills, Inc. sells its products directly, as well as through broker and distribution arrangements to grocery stores, mass merchandisers, membership stores, natural food chains, e-commerce retailers, commercial and noncommercial foodservice distributors and operators, restaurants, convenience stores, and pet specialty stores, as well as drug, dollar, and discount chains. It operates 500 leased and 358 franchise branded ice cream parlors. General Mills, Inc. was founded in 1866 and is headquartered in Minneapolis, Minnesota.",USD,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,NYQ,New York Stock Exchange,United States,MN,Minneapolis,55426,http://www.generalmills.com,Large Cap,US3703341046,370334104,BBG000BKCHJ1,BBG000BKCFC2,BBG001S5RKR2
GL,Globe Life Inc.,"Globe Life Inc., through its subsidiaries, provides various life and supplemental health insurance products, and annuities to lower middle to middle income households in the United States. The company operates through four segments: Life Insurance, Supplemental Health Insurance, Annuities, and Investments. It offers whole life, term life, and other life insurance products; Medicare supplement and supplemental health insurance, such as critical illness and accident plans; and single-premium and flexible-premium deferred annuities. The company was formerly known as Torchmark Corporation and changed its name to Globe Life Inc. in August 2019. Globe Life Inc. was incorporated in 1979 and is headquartered in McKinney, Texas.",USD,Financials,Insurance,Insurance,NYQ,New York Stock Exchange,United States,TX,McKinney,75070,http://www.globelifeinsurance.com,Large Cap,,,BBG000BVD9G7,BBG000BVD6X4,BBG001S5WRX4
GLW,Corning Incorporated,"Corning Incorporated engages in display technologies, optical communications, environmental technologies, specialty materials, and life sciences businesses worldwide. The company's Display Technologies segment offers glass substrates for liquid crystal displays and organic light-emitting diodes used in televisions, notebook computers, desktop monitors, tablets, and handheld devices. Its Optical Communications segment provides optical fibers and cables; and hardware and equipment products, including cable assemblies, fiber optic hardware and connectors, optical components and couplers, closures, network interface devices, and other accessories for various carrier network applications. This segment also offers operator-grade distributed antenna systems; optical network evolution wireless platform; subscriber demarcation, connection and protection devices, various digital subscriber line passive solutions, and outside plant enclosures; and coaxial RF interconnects for the cable television industry and microwave applications. The company's Environmental Technologies segment offers ceramic substrates and filter products for emissions control in mobile, gasoline, and diesel applications. Its Specialty Materials segment manufactures products that provide material formulations for glass, glass ceramics, and fluoride crystals. The company's Life Sciences segment offers laboratory products comprising consumables, such as plastic vessels, specialty surfaces, cell culture media, and serum, as well as general labware and equipment under the Corning, Falcon, Pyrex, and Axygen brands. The company was formerly known as Corning Glass Works and changed its name to Corning Incorporated in April 1989. Corning Incorporated was founded in 1851 and is headquartered in Corning, New York.",USD,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",NYQ,New York Stock Exchange,United States,NY,Corning,14831,http://www.corning.com,Large Cap,US2193501051,219350105,BBG000BKG0Z6,BBG000BKFZM4,BBG001S5RLH1
GM,General Motors Company,"General Motors Company designs, builds, and sells cars, trucks, crossovers, and automobile parts worldwide. The company operates through GM North America, GM International, Cruise, and GM Financial segments. It markets its vehicles primarily under the Buick, Cadillac, Chevrolet, GMC, Holden, Baojun, and Wuling brand names. The company also sells trucks, crossovers, and cars to dealers for consumer retail sales, as well as to fleet customers, including daily rental car companies, commercial fleet customers, leasing companies, and governments. In addition, it offers safety and security services for retail and fleet customers, including automatic crash response, emergency services, roadside assistance, crisis assist, stolen vehicle assistance, and turn-by-turn navigation, as well as connected services comprising mobile applications for owners to remotely control their vehicles and electric vehicle owners to locate charging stations, on-demand vehicle diagnostics, smart driver, marketplace in-vehicle commerce, connected navigation, SiriusXM with 360L, and 4G LTE wireless connectivity. Further, the company provides automotive financing services; and operates an online store. General Motors Company was founded in 1908 and is headquartered in Detroit, Michigan.",USD,Consumer Discretionary,Automobiles & Components,Automobiles,NYQ,New York Stock Exchange,United States,MI,Detroit,48265-3000,http://www.gm.com,Large Cap,US37045V1008,37045V100,BBG0014WFHK6,BBG000NDYB67,BBG001SM1DK6
GME,GameStop Corp.,"GameStop Corp., a specialty retailer, provides games and entertainment products through its e-commerce properties and various stores in the United States, Canada, Australia, and Europe. The company sells new and pre-owned video game platforms; accessories, such as controllers, gaming headsets, virtual reality products, and memory cards; new and pre-owned video game software; and in-game digital currency, digital downloadable content, and full-game downloads, as well as network points cards, and prepaid digital and subscription cards. It also sells collectibles comprising licensed merchandise primarily related to the video game, television, and movie industries, as well as pop culture themes. The company operates its stores and e-commerce sites under the GameStop, EB Games, and Micromania brands; and collectibles stores under the Zing Pop Culture and ThinkGeek brand, as well as offers Game Informer, a print and digital video game publication featuring reviews of new title releases, game tips, and news regarding the video game industry. As of January 30, 2021, it operated 4,816 stores. The company was formerly known as GSC Holdings Corp. GameStop Corp. was founded in 1996 and is headquartered in Grapevine, Texas.",USD,Consumer Discretionary,Retailing,Specialty Retail,NYQ,New York Stock Exchange,United States,TX,Grapevine,76051,http://www.gamestop.com,Mid Cap,US36467W1099,36467W109,BBG000BB5DK6,BBG000BB5BF6,BBG001S5RLR0
GNRC,Generac Holdings Inc.,"Generac Holdings Inc. designs, manufactures, and sells power generation equipment, energy storage systems, and other power products for the residential, and light commercial and industrial markets worldwide. The company offers engines, alternators, transfer switches, and other components fueled by natural gas, liquid propane, gasoline, diesel, and bi-fuel; and batteries and inverters. It also provides residential automatic standby generators ranging in output from 7.5kW to 150kW; air-cooled engine residential standby generators ranging from 7.5kW to 24kW; liquid-cooled engine generators with outputs ranging from 22kW to 150kW; and Mobile Link, a remote monitoring system for home standby generators. In addition, the company offers various portable generators ranging in size from 800W to 17.5kW; engine driven power washers; water pumps; outdoor power equipment, such as trimmers and brush mowers, log splitters, lawn and leaf vacuums, and chipper shredders; and clean energy solution under the PWRcell and PWRview brands. Further, it provides light towers, mobile generators, and flameless heaters; light-commercial standby generators ranging from 22kW to 150kW and related transfer switches providing three-phase power for small and mid-sized businesses; and industrial generators ranging in output from 10kW up to 3,250kW used as emergency backup for healthcare, telecom, datacom, commercial office, retail, municipal, and manufacturing markets. Additionally, the company sells aftermarket service parts and product accessories to dealers. It distributes its products through independent residential dealers, industrial distributors and dealers, national and regional retailers, e-commerce partners, electrical, HVAC and solar wholesalers, catalogs, equipment rental companies and distributors, and solar installers; and directly to end users. Generac Holdings Inc. was founded in 1959 and is headquartered in Waukesha, Wisconsin.",USD,Industrials,Capital Goods,Machinery,NYQ,New York Stock Exchange,United States,WI,Waukesha,53189,http://www.generac.com,Mid Cap,US3687361044,368736104,BBG000PQ4Z11,BBG000PQ4W72,BBG001T5VGH6
GNT,"GAMCO Natural Resources, Gold &","GAMCO Natural Resources, Gold & Income Trust is a closed-ended equity mutual fund launched by GAMCO Investors, Inc. The fund is managed by Gabelli Funds, LLC. It invests in public equity markets across the globe. The fund invests in securities of companies principally engaged in natural resource and gold industries and by writing covered call options on the underlying equity securities. It focuses on factors such as recent prices of comparable securities that are publicly traded, reliable prices of securities not publicly traded, the use of valuation models, current analyst reports, valuing the income or cash flow of the issuer, or cost if the preceding factors do not apply to create its portfolio. The fund invests in stocks of companies across market capitalization. It benchmarks the performance of its portfolio against the CBOE S&P 500 Buy/Write Index, Philadelphia Gold & Silver Index, Dow Jones U.S. Basic Materials Index, and S&P Global Agribusiness Equity Index. The fund was formerly known as Gabelli Natural Resources, Gold & Income Trust. GAMCO Natural Resources, Gold & Income Trust was formed on January 27, 2011 and is domiciled in the United States.",USD,Financials,Diversified Financials,Capital Markets,NYQ,New York Stock Exchange,United States,NY,Rye,10580-1422,http://www.gabelli.com/Template/fundinfo.cfm?tid=NDM1&bid=M2M3Yw==&mid=NDNjMzI=&num=MzljYjU=&kid=NTUwOA==&fid=NDc2ZmI=&rid=911-=edoc_dnuf,Micro Cap,,,,,
GNW,"Genworth Financial, Inc.","Genworth Financial, Inc. provides insurance products in the United States and internationally. It operates through four segments: U.S. Mortgage Insurance, Australia Mortgage Insurance, U.S. Life Insurance, and Runoff. The U.S. Mortgage Insurance segment offers mortgage insurance products primarily insuring prime-based, individually underwritten residential mortgage loans; and pool mortgage insurance products. The Australia Mortgage Insurance segment offers flow mortgage insurance and bulk mortgage insurance that aids in the sale of mortgages to the capital markets and helps lenders manage capital and risk. The U.S. Life Insurance segment offers long-term care insurance products; and service traditional life insurance and fixed annuity products in the United States. The Runoff segment includes variable annuity, variable life insurance, and corporate-owned life insurance, as well as funding agreements. The company distributes its products through sales force, in-house sales representatives, and digital marketing programs. Genworth Financial, Inc. was founded in 1871 and is headquartered in Richmond, Virginia.",USD,Financials,Insurance,Insurance,NYQ,New York Stock Exchange,United States,VA,Richmond,23230,http://www.genworth.com,Mid Cap,,,,,
GOOG,Alphabet Inc.,"Alphabet Inc. provides online advertising services in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. The company offers performance and brand advertising services. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment provides products and services, such as ads, Android, Chrome, hardware, Google Maps, Google Play, Search, and YouTube, as well as technical infrastructure; and digital content. The Google Cloud segment offers infrastructure and data analytics platforms, collaboration tools, and other services for enterprise customers. The Other Bets segment sells internet and TV services, as well as licensing and research and development services. The company was founded in 1998 and is headquartered in Mountain View, California.",USD,Communication Services,Telecommunication Services,Diversified Telecommunication Services,NMS,NASDAQ Global Select,United States,CA,Mountain View,94043,http://www.abc.xyz,Mega Cap,,,,,
GOOGL,Alphabet Inc.,"Alphabet Inc. provides online advertising services in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. The company offers performance and brand advertising services. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment provides products and services, such as ads, Android, Chrome, hardware, Google Maps, Google Play, Search, and YouTube, as well as technical infrastructure; and digital content. The Google Cloud segment offers infrastructure and data analytics platforms, collaboration tools, and other services for enterprise customers. The Other Bets segment sells internet and TV services, as well as licensing and research and development services. The company was founded in 1998 and is headquartered in Mountain View, California.",USD,Communication Services,Telecommunication Services,Diversified Telecommunication Services,NMS,NASDAQ Global Select,United States,CA,Mountain View,94043,http://www.abc.xyz,Mega Cap,,,,,
GP,GreenPower Motor Company Inc.,"GreenPower Motor Company Inc. develops, manufactures, and distributes electric vehicles for commercial markets in the United States and Canada. It offers all-electric transit, school, and charter buses. The company is based in Vancouver, Canada.",USD,Consumer Discretionary,Automobiles & Components,Automobiles,NCM,NASDAQ Capital Market,Canada,BC,Vancouver,V6B 2J2,http://www.greenpowerbus.com,Micro Cap,CA39540E3023,,BBG008366J34,BBG008366HR2,BBG001TC2Y20
GPC,Genuine Parts Company,"Genuine Parts Company distributes automotive replacement parts, and industrial parts and materials. The company distributes automotive replacement parts for imported vehicles, hybrid and electric vehicles, trucks, SUVs, buses, motorcycles, recreational vehicles, farm vehicles, small engines, farm equipment, marine equipment, and heavy duty equipment; and accessory and supply items used by various automotive aftermarket customers, such as repair shops, service stations, fleet operators, automobile and truck dealers, leasing companies, bus and truck lines, mass merchandisers, farms, industrial concerns, and individuals. It also distributes industrial replacement parts and related supplies, such as bearings, mechanical and electrical power transmission products, industrial automation and robotics, hoses, hydraulic and pneumatic components, industrial and safety supplies, and material handling products for original equipment manufacturer, as well as maintenance, repair, and operation customers in equipment and machinery, food and beverage, forest product, primary metal, pulp and paper, mining, automotive, oil and gas, petrochemical, pharmaceutical, power generation, alternative energy, governments, transportation, ports, and other industries. In addition, the company provides various services and repairs comprising gearbox and fluid power and process pump assembly and repair, hydraulic drive shaft repair, electrical panel assembly and repair, hose and gasket manufacture and assembly, and other value-added services. It operates in in the United States, Canada, France, the United Kingdom, Germany, Poland, the Netherlands, Belgium, Australia, New Zealand, Mexico, Indonesia, and Singapore. The company was incorporated in 1928 and is headquartered in Atlanta, Georgia.",USD,Consumer Discretionary,Retailing,Specialty Retail,NYQ,New York Stock Exchange,United States,GA,Atlanta,30339,http://www.genpt.com,Large Cap,,,,,
GPN,Global Payments Inc.,"Global Payments Inc. provides payment technology and software solutions for card, electronic, check, and digital-based payments in the Americas, Europe, and the Asia-Pacific. The company operates through three segments: Merchant Solutions, Issuer Solutions, and Business and Consumer Solutions. The Merchant Solutions segment offers authorization services, settlement and funding services, customer support and help-desk functions, chargeback resolution, terminal rental, sales and deployment, payment security services, consolidated billing and statements, and on-line reporting services. This segment also provides an array of enterprise software solutions that streamline business operations of its customers in various vertical markets; and value-added services, such as point-of-sale solutions, and analytic and engagement tools, as well as payroll and human capital management services. The Issuer Solutions segment offers solutions that enable financial institutions and retailers to manage their card portfolios through a platform; and commercial payments and ePayables solutions for businesses and governments. The Business and Consumer Solutions segment provides general-purpose reloadable prepaid debit and payroll cards, demand deposit accounts, and other financial service solutions to the underbanked and other consumers, and businesses under the Netspend brand. It markets its products and services through direct sales force, trade associations, agent and enterprise software providers, referral arrangements with value-added resellers, and independent sales organizations. The company was founded in 1967 and is headquartered in Atlanta, Georgia.",USD,Industrials,Commercial & Professional Services,Professional Services,NYQ,New York Stock Exchange,United States,GA,Atlanta,30326,http://www.globalpaymentsinc.com,Large Cap,,,,,
GPS,"The Gap, Inc.","The Gap, Inc. operates as an apparel retail company. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic, Athleta, Intermix, and Janie and Jack brands. Its products include denim, tees, fleece, and khakis; eyewear, jewelry, shoes, handbags, and fragrances; and fitness and lifestyle products for use in yoga, training, sports, travel, and everyday activities for women and girls. The company offers its products through company-operated stores, franchise stores, Websites, third-party arrangements, and catalogs. It has franchise agreements with unaffiliated franchisees to operate Old Navy, Gap, Athleta, and Banana Republic stores and websites in Asia, Europe, Latin America, the Middle East, and Africa. As of March 04, 2021, the company had 3,100 company-operated stores and 615 franchise stores. It also provides its products through e-commerce sites. The Gap, Inc. was founded in 1969 and is headquartered in San Francisco, California.",USD,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",NYQ,New York Stock Exchange,United States,CA,San Francisco,94105,http://www.gapinc.com,Mid Cap,,,,,
GRA,W. R. Grace & Co.,"W. R. Grace & Co., through its subsidiaries, produces and sells specialty chemicals and materials worldwide. It operates through two segments, Grace Catalysts Technologies and Grace Materials Technologies. The Grace Catalysts Technologies segment offers fluid catalytic cracking (FCC) catalysts for the production of transportation fuels, such as gasoline and diesel fuels, and petrochemicals; and FCC additives. This segment also provides hydro processing catalysts used in process reactors to upgrade heavy oils into lighter products; polyolefin and chemical catalysts used for the production of polypropylene and polyethylene thermoplastic resins; and chemical catalysts, as well as gas-phase polypropylene process technology to manufacture polypropylene products. The Grace Materials Technologies segment offers functional additives and process aids, such as silica gel, colloidal silica, zeolitic adsorbents, precipitated silica, and silica-aluminas; and fine chemical intermediates and regulatory starting materials for use in consumer/pharma, coatings, and chemical process applications. W. R. Grace & Co. was founded in 1854 and is headquartered in Columbia, Maryland.",USD,Materials,Materials,Chemicals,NYQ,New York Stock Exchange,United States,MD,Columbia,21044-4098,http://www.grace.com,Mid Cap,CA63010G1000,,,,
GRMN,Garmin Ltd.,"Garmin Ltd. designs, develops, manufactures, markets, and distributes a range of navigation, communication, and information devices in the Americas, the Asia Pacific, Australian Continent, Europe, the Middle East, and Africa. Its Fitness segment offers running and multi-sport watches; cycling products; activity tracking and smartwatch devices; and fitness and cycling accessories. This segment also provides Garmin Connect and Garmin Connect Mobile, which are web and mobile platforms; and Connect IQ, an application development platform. The company's Outdoor segment offers adventure watches, outdoor handhelds, golf devices, and dog tracking and training devices. Its Aviation segment designs, manufactures, and markets various aircraft avionics solutions comprising integrated flight decks, electronic flight displays and instrumentation, navigation and communication products, automatic flight control systems and safety-enhancing technologies, audio control systems, engine indication systems, traffic awareness and avoidance solutions, ADS-B and transponder solutions, weather information and avoidance solutions, datalink and connectivity solutions, portable GPS navigators and wearables, and various services products. The company's Marine segment provides chartplotters and multi-function displays, cartography products, fish finders, sonar products, autopilot systems, radars, compliant instrument displays and sensors, VHF communication radios, handhelds and wearable devices, sailing products, entertainment, digital switching products, and trolling motors. Its Auto segment offers embedded computing models and infotainment systems; personal navigation devices; and cameras. The company sells its products through independent retailers, online retailers, dealers, distributors, installation and repair shops, and original equipment manufacturers, as well as an online webshop, garmin.com. Garmin Ltd. was founded in 1989 and is based in Schaffhausen, Switzerland.",USD,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",NMS,NASDAQ Global Select,Switzerland,,Schaffhausen,8200,http://www.garmin.com,Large Cap,,,,,
GS,"The Goldman Sachs Group, Inc.","The Goldman Sachs Group, Inc., a financial institution, provides range of financial services for corporations, financial institutions, governments, and individuals worldwide. It operates through four segments: Investment Banking, Global Markets, Asset Management, and Consumer & Wealth Management. The company's Investment Banking segment provides financial advisory services, including strategic advisory assignments related to mergers and acquisitions, divestitures, corporate defense activities, restructurings, and spin-offs; and middle-market lending, relationship lending, and acquisition financing, as well as transaction banking services. This segment also offers underwriting services, such as equity underwriting for common and preferred stock and convertible and exchangeable securities; and debt underwriting for various types of debt instruments, including investment-grade and high-yield debt, bank and bridge loans, and emerging- and growth-market debt, as well as originates structured securities. Its Global Markets segment is involved in client execution activities for cash and derivative instruments; credit and interest rate products; and provision of equity intermediation and equity financing, clearing, settlement, and custody services, as well as mortgages, currencies, commodities, and equities related products. The company's Asset Management segment manages assets across various asset classes, including equity, fixed income, hedge funds, credit funds, private equity, real estate, currencies, and commodities; and provides customized investment advisory solutions, as well as invests in corporate, real estate, and infrastructure entities. Its Consumer & Wealth Management segment offers wealth advisory and banking services, including financial planning, investment management, deposit taking, and lending; private banking; and unsecured loans, as well as accepts saving and time deposits. The company was founded in 1869 and is headquartered in New York, New York.",USD,Financials,Diversified Financials,Capital Markets,NYQ,New York Stock Exchange,United States,NY,New York,10282,http://www.goldmansachs.com,Large Cap,,,BBG000C6CH10,BBG000C6CFJ5,BBG001SC07Z6
GSX,GSX Techedu Inc.,"GSX Techedu Inc., a technology-driven education company, provides online K-12 after-school tutoring services in the People's Republic of China. Its K-12 after-school tutoring courses cover various K-12 academic subjects, including mathematics, English, Chinese, physics, chemistry, biology, history, geography, and political science. The company also provides foreign language courses comprising English and Japanese, as well as English test preparation courses for students taking post-graduate entrance exams; and professional courses primarily for working adults preparing for professional qualification exams, such as teacher's qualification, the Chartered Financial Analyst designation, securities qualification exams, and other exams. In addition, it offers admission courses for admission tests, including national graduate entrance examination, civil service examinations, and others. Further, the company provides other courses, including offline business consulting courses to enhance management skills for principals and other officers of private education institutions; and operates Weishi, an interactive learning platform on WeChat for instructors and students. The company was formerly known as BaiJiaHuLian Group Holdings Limited and changed its name to GSX Techedu Inc. in January 2019. GSX Techedu Inc. was incorporated in 2014 and is headquartered in Beijing, the People's Republic of China.",USD,Consumer Staples,Household & Personal Products,Household Products,NYQ,New York Stock Exchange,China,,Beijing,100193,http://www.baijia.com,Mid Cap,,,,,
GT,The Goodyear Tire & Rubber Company,"The Goodyear Tire & Rubber Company, together with its subsidiaries, develops, manufactures, distributes, and sells tires and related products and services worldwide. It offers various lines of rubber tires for automobiles, trucks, buses, aircrafts, motorcycles, earthmoving and mining equipment, farm implements, industrial equipment, and various other applications under the Goodyear, Dunlop, Kelly, Debica, Sava, Fulda, and various other Goodyear owned house brands, as well as under the private-label brands. The company also retreads truck, aviation, and off-the-road tires; manufactures and sells tread rubber and other tire retreading materials; sells chemical and natural rubber products; and provides automotive and commercial truck maintenance and repair services, and miscellaneous other products and services. It operates approximately 1,000 retail outlets, which offer products for retail sale, and provides repair and other services. The company sells its products worldwide through a network of independent dealers, regional distributors, retail outlets, and retailers. The company has strategic collaboration with ConMet to develop combined digital solutions that connect commercial truck fleets to the health of their tires and wheel ends; and a strategic relationship with UFODRIVE to pursue opportunities to integrate their complementary mobility solutions, including Goodyear's intelligent tire monitoring system and proactive solutions suite and UFODRIVE's advanced eMobility software as a service platform. The Goodyear Tire & Rubber Company was founded in 1898 and is headquartered in Akron, Ohio.",USD,Consumer Discretionary,Automobiles & Components,Auto Components,NMS,NASDAQ Global Select,United States,OH,Akron,44316-0001,http://www.goodyear.com,Mid Cap,US3825501014,382550101,BBG000BKP8N2,BBG000BKNX95,BBG001S5RQ62
GTE,Gran Tierra Energy Inc.,"Gran Tierra Energy Inc., together with its subsidiaries, engages in the exploration and production of oil and gas properties in Colombia and Ecuador. As of December 31, 2020, it had total proved undeveloped reserves of 26.2 million barrels of oil equivalent in Colombia. The company was incorporated in 2003 and is headquartered in Calgary, Canada.",USD,Energy,Energy,"Oil, Gas & Consumable Fuels",ASE,NYSE MKT,Canada,AB,Calgary,T2P 0R3,http://www.grantierra.com,Micro Cap,US38500T1016,38500T101,BBG000C2M3C7,BBG000C2M300,BBG001S5RKW6
GWW,"W.W. Grainger, Inc.","W.W. Grainger, Inc. distributes maintenance, repair, and operating (MRO) products and services in the United States, Canada, and internationally. The company provides material handling equipment, safety and security supplies, lighting and electrical products, power and hand tools, pumps and plumbing supplies, cleaning and maintenance supplies, and metalworking tools. It also offers inventory management and technical support services. The company provides its products through sales and service representatives, catalogs, and electronic and ecommerce channels. It serves small and mid-sized businesses, large corporations, government entities, and other institutions. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.",USD,Industrials,Capital Goods,Trading Companies & Distributors,NYQ,New York Stock Exchange,United States,IL,Lake Forest,60045-5201,http://www.grainger.com,Large Cap,US3848021040,384802104,BBG000BKR342,BBG000BKR1D6,BBG001S5RRD2
H,Hyatt Hotels Corporation,"Hyatt Hotels Corporation operates as a hospitality company in the United States and internationally. It operates through four segments: Owned and Leased Hotels, Americas Management and Franchising, ASPAC Management and Franchising, and EAME/SW Asia Management and Franchising. The company develops, owns, operates, manages, franchises, leases, licenses, and provide services to a portfolio of properties, consisting of full service hotels, select service hotels, resorts, and other properties, including timeshare, fractional, residential, vacation, and condominium ownership units. It operates its properties under the Park Hyatt, Miraval, Grand Hyatt, Alila, Andaz, The Unbound Collection by Hyatt, Destination, Hyatt Regency, Hyatt, Thompson Hotels, Hyatt Centric, Joie de Vivre, tommie, Caption by Hyatt, Hyatt House, Hyatt Place, Hyatt Ziva, Hyatt Zilara, UrCove, Hyatt Residence Club, Hyatt Residences, and Hyatt Resorts brands. As of March 15, 2021, the company's hotel portfolio consisted of approximately 1000 hotels. It primarily serves corporations; national, state, and regional associations; specialty market accounts, including social, government, military, educational, religious, and fraternal accounts; travel agency and luxury organizations; and a group of individual consumers. The company also operates World of Hyatt loyalty program which rewards points that can be redeemed for hotel nights and other rewards. The company was formerly known as Global Hyatt Corporation and changed its name to Hyatt Hotels Corporation in June 2009. Hyatt Hotels Corporation was founded in 1957 and is headquartered in Chicago, Illinois.",USD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",NYQ,New York Stock Exchange,United States,IL,Chicago,60606,http://www.hyatt.com,Large Cap,US4485791028,448579102,BBG000CVRH82,BBG000CVRFS4,BBG001SFNHB8
HAL,Halliburton Company,"Halliburton Company provides a range of services and products to oil and natural gas companies worldwide. The company's Completion and Production segment offers production enhancement services, including stimulation and sand control services; and cementing services, such as well bonding and casing, as well as provides casing equipment. It also provides completion tools that offer downhole solutions and services, including well completion products and services, intelligent well completions, liner hanger and sand control systems, and service tools; production solutions comprising coiled tubing, hydraulic workover units, downhole tools, pumping services, and nitrogen services; and pipeline and process services, such as pre-commissioning, commissioning, maintenance, and decommissioning. In addition, this segment offers electrical submersible pumps, as well as artificial lift services. The company's Drilling and Evaluation segment provides drilling fluid systems, performance additives, completion fluids, solids control, specialized testing equipment, and waste management services; oilfield completion, production, and downstream water and process treatment chemicals and services; and drilling systems and services. It also offers wireline and perforating services, including open-hole logging, and cased-hole and slickline; and drill bits and services comprising roller cone rock bits, fixed cutter bits, hole enlargement, and related downhole tools and services, as well as coring equipment and services. In addition, this segment provides cloud based digital services and artificial intelligence solutions on an open architecture for subsurface insights, integrated well construction, and reservoir and production management; testing and subsea services, such as acquisition and analysis of reservoir information and optimization solutions; and project management and integrated asset management services. Halliburton Company was founded in 1919 and is based in Houston, Texas.",USD,Energy,Energy,Energy Equipment & Services,NYQ,New York Stock Exchange,United States,TX,Houston,77032,http://www.halliburton.com,Large Cap,US4062161017,406216101,BBG000BKTJ63,BBG000BKTFN2,BBG001S5RS59
